Testcase,Algorithm,Nodes,Edges,MaxFlow,RuntimeMs
complete-3000-0.in,ISAP,3000,8991002,3185868632023,195
complete-3000-0.in,MPM,3000,8991002,TLE,TLE
complete-3000-0.in,Push-Relabel,3000,8991002,3185868632023,208
complete-3000-0.in,Push-Relabel-Highest,3000,8991002,3185868632023,164
complete-3000-0.in,Push-Relabel-Gap,3000,8991002,3185868632023,239
complete-3000-0.in,Push-Relabel-HG,3000,8991002,3185868632023,60
complete-3000-0.in,HLPP,3000,8991002,3185868632023,55
complete-3000-1.in,Edmonds-Karp,3000,8991002,TLE,TLE
complete-3000-1.in,Scaling,3000,8991002,TLE,TLE
complete-3000-1.in,Dinic,3000,8991002,3186996459044,50
complete-3000-1.in,Dinic-Scaling,3000,8991002,3186996459044,54
complete-3000-1.in,ISAP,3000,8991002,3186996459044,191
complete-3000-1.in,MPM,3000,8991002,TLE,TLE
complete-3000-1.in,Push-Relabel,3000,8991002,3186996459044,196
complete-3000-1.in,Push-Relabel-Highest,3000,8991002,3186996459044,175
complete-3000-1.in,Push-Relabel-Gap,3000,8991002,3186996459044,229
complete-3000-1.in,Push-Relabel-HG,3000,8991002,3186996459044,63
complete-3000-1.in,HLPP,3000,8991002,3186996459044,57
complete-3000-2.in,Edmonds-Karp,3000,8991002,TLE,TLE
complete-3000-2.in,Scaling,3000,8991002,TLE,TLE
complete-3000-2.in,Dinic,3000,8991002,3146111375444,62
complete-3000-2.in,Dinic-Scaling,3000,8991002,3146111375444,385
complete-3000-2.in,ISAP,3000,8991002,3146111375444,188
complete-3000-2.in,MPM,3000,8991002,TLE,TLE
complete-3000-2.in,Push-Relabel,3000,8991002,TLE,TLE
complete-3000-2.in,Push-Relabel-Highest,3000,8991002,TLE,TLE
complete-3000-2.in,Push-Relabel-Gap,3000,8991002,TLE,TLE
complete-3000-2.in,Push-Relabel-HG,3000,8991002,3146111375444,62
complete-3000-2.in,HLPP,3000,8991002,3146111375444,83
complete-3000-3.in,Edmonds-Karp,3000,8991002,TLE,TLE
complete-3000-3.in,Scaling,3000,8991002,TLE,TLE
complete-3000-3.in,Dinic,3000,8991002,3161293620984,50
complete-3000-3.in,Dinic-Scaling,3000,8991002,3161293620984,53
complete-3000-3.in,ISAP,3000,8991002,3161293620984,194
complete-3000-3.in,MPM,3000,8991002,TLE,TLE
complete-3000-3.in,Push-Relabel,3000,8991002,3161293620984,174
complete-3000-3.in,Push-Relabel-Highest,3000,8991002,3161293620984,174
complete-3000-3.in,Push-Relabel-Gap,3000,8991002,3161293620984,232
complete-3000-3.in,Push-Relabel-HG,3000,8991002,3161293620984,61
complete-3000-3.in,HLPP,3000,8991002,3161293620984,55
complete-3000-4.in,Edmonds-Karp,3000,8991002,TLE,TLE
complete-3000-4.in,Scaling,3000,8991002,TLE,TLE
complete-3000-4.in,Dinic,3000,8991002,3170023570826,49
complete-3000-4.in,Dinic-Scaling,3000,8991002,3170023570826,53
complete-3000-4.in,ISAP,3000,8991002,3170023570826,184
complete-3000-4.in,MPM,3000,8991002,TLE,TLE
complete-3000-4.in,Push-Relabel,3000,8991002,3170023570826,186
complete-3000-4.in,Push-Relabel-Highest,3000,8991002,3170023570826,169
complete-3000-4.in,Push-Relabel-Gap,3000,8991002,3170023570826,224
complete-3000-4.in,Push-Relabel-HG,3000,8991002,3170023570826,62
complete-3000-4.in,HLPP,3000,8991002,3170023570826,55
cuplaj-0.in,Edmonds-Karp,22,44,9,0
cuplaj-0.in,Scaling,22,44,9,0
cuplaj-0.in,Dinic,22,44,9,0
cuplaj-0.in,Dinic-Scaling,22,44,9,0
cuplaj-0.in,ISAP,22,44,9,0
cuplaj-0.in,MPM,22,44,9,0
cuplaj-0.in,Push-Relabel,22,44,9,0
cuplaj-0.in,Push-Relabel-Highest,22,44,9,0
cuplaj-0.in,Push-Relabel-Gap,22,44,9,0
cuplaj-0.in,Push-Relabel-HG,22,44,9,0
cuplaj-0.in,HLPP,22,44,9,0
cuplaj-2.in,Edmonds-Karp,43,81,13,0
cuplaj-2.in,Scaling,43,81,13,0
cuplaj-2.in,Dinic,43,81,13,0
cuplaj-2.in,Dinic-Scaling,43,81,13,0
cuplaj-2.in,ISAP,43,81,13,0
cuplaj-2.in,MPM,43,81,13,0
cuplaj-2.in,Push-Relabel,43,81,13,0
cuplaj-2.in,Push-Relabel-Highest,43,81,13,0
cuplaj-2.in,Push-Relabel-Gap,43,81,13,0
cuplaj-2.in,Push-Relabel-HG,43,81,13,0
cuplaj-2.in,HLPP,43,81,13,0
cuplaj-3.in,Edmonds-Karp,84,193,36,0
cuplaj-3.in,Scaling,84,193,36,0
cuplaj-3.in,Dinic,84,193,36,0
cuplaj-3.in,Dinic-Scaling,84,193,36,0
cuplaj-3.in,ISAP,84,193,36,0
cuplaj-3.in,MPM,84,193,36,0
cuplaj-3.in,Push-Relabel,84,193,36,0
cuplaj-3.in,Push-Relabel-Highest,84,193,36,0
cuplaj-3.in,Push-Relabel-Gap,84,193,36,0
cuplaj-3.in,Push-Relabel-HG,84,193,36,0
cuplaj-3.in,HLPP,84,193,36,0
cuplaj-4.in,Edmonds-Karp,544,1119,217,0
cuplaj-4.in,Scaling,544,1119,217,0
cuplaj-4.in,Dinic,544,1119,217,0
cuplaj-4.in,Dinic-Scaling,544,1119,217,0
cuplaj-4.in,ISAP,544,1119,217,0
cuplaj-4.in,MPM,544,1119,217,2
cuplaj-4.in,Push-Relabel,544,1119,217,1
cuplaj-4.in,Push-Relabel-Highest,544,1119,217,2
cuplaj-4.in,Push-Relabel-Gap,544,1119,217,2
cuplaj-4.in,Push-Relabel-HG,544,1119,217,0
cuplaj-4.in,HLPP,544,1119,217,0
cuplaj-5.in,Edmonds-Karp,1078,3187,375,2
cuplaj-5.in,Scaling,1078,3187,375,0
cuplaj-5.in,Dinic,1078,3187,375,0
cuplaj-5.in,Dinic-Scaling,1078,3187,375,0
cuplaj-5.in,ISAP,1078,3187,375,0
cuplaj-5.in,MPM,1078,3187,375,6
cuplaj-5.in,Push-Relabel,1078,3187,375,46
cuplaj-5.in,Push-Relabel-Highest,1078,3187,375,52
cuplaj-5.in,Push-Relabel-Gap,1078,3187,375,69
cuplaj-5.in,Push-Relabel-HG,1078,3187,375,0
cuplaj-5.in,HLPP,1078,3187,375,6
cuplaj-6.in,Edmonds-Karp,6055,16053,2782,102
cuplaj-6.in,Scaling,6055,16053,2782,16
cuplaj-6.in,Dinic,6055,16053,2782,2
cuplaj-6.in,Dinic-Scaling,6055,16053,2782,3
cuplaj-6.in,ISAP,6055,16053,2782,3
cuplaj-6.in,MPM,6055,16053,2782,362
cuplaj-6.in,Push-Relabel,6055,16053,2782,1464
cuplaj-6.in,Push-Relabel-Highest,6055,16053,2782,2051
cuplaj-6.in,Push-Relabel-Gap,6055,16053,2782,2312
cuplaj-6.in,Push-Relabel-HG,6055,16053,2782,4
cuplaj-6.in,HLPP,6055,16053,2782,26
cuplaj-7.in,Edmonds-Karp,8902,38900,4098,281
cuplaj-7.in,Scaling,8902,38900,4098,11
cuplaj-7.in,Dinic,8902,38900,4098,1
cuplaj-7.in,Dinic-Scaling,8902,38900,4098,1
cuplaj-7.in,ISAP,8902,38900,4098,1
cuplaj-7.in,MPM,8902,38900,4098,429
cuplaj-7.in,Push-Relabel,8902,38900,4098,1
cuplaj-7.in,Push-Relabel-Highest,8902,38900,4098,1
cuplaj-7.in,Push-Relabel-Gap,8902,38900,4098,1
cuplaj-7.in,Push-Relabel-HG,8902,38900,4098,0
cuplaj-7.in,HLPP,8902,38900,4098,1
distinctroutes-0.in,Edmonds-Karp,2,1,1,0
distinctroutes-0.in,Scaling,2,1,1,0
distinctroutes-0.in,Dinic,2,1,1,0
distinctroutes-0.in,Dinic-Scaling,2,1,1,0
distinctroutes-0.in,ISAP,2,1,1,0
distinctroutes-0.in,MPM,2,1,1,0
distinctroutes-0.in,Push-Relabel,2,1,1,0
distinctroutes-0.in,Push-Relabel-Highest,2,1,1,0
distinctroutes-0.in,Push-Relabel-Gap,2,1,1,0
distinctroutes-0.in,Push-Relabel-HG,2,1,1,0
distinctroutes-0.in,HLPP,2,1,1,0
distinctroutes-1.in,Edmonds-Karp,11,12,2,0
distinctroutes-1.in,Scaling,11,12,2,0
distinctroutes-1.in,Dinic,11,12,2,0
distinctroutes-1.in,Dinic-Scaling,11,12,2,0
distinctroutes-1.in,ISAP,11,12,2,0
distinctroutes-1.in,MPM,11,12,2,0
distinctroutes-1.in,Push-Relabel,11,12,2,0
distinctroutes-1.in,Push-Relabel-Highest,11,12,2,0
distinctroutes-1.in,Push-Relabel-Gap,11,12,2,0
distinctroutes-1.in,Push-Relabel-HG,11,12,2,0
distinctroutes-1.in,HLPP,11,12,2,0
distinctroutes-10.in,Edmonds-Karp,4,2,0,0
distinctroutes-10.in,Scaling,4,2,0,0
distinctroutes-10.in,Dinic,4,2,0,0
distinctroutes-10.in,Dinic-Scaling,4,2,0,0
distinctroutes-10.in,ISAP,4,2,0,0
distinctroutes-10.in,MPM,4,2,0,0
distinctroutes-10.in,Push-Relabel,4,2,0,0
distinctroutes-10.in,Push-Relabel-Highest,4,2,0,0
distinctroutes-10.in,Push-Relabel-Gap,4,2,0,0
distinctroutes-10.in,Push-Relabel-HG,4,2,0,0
distinctroutes-10.in,HLPP,4,2,0,0
distinctroutes-11.in,Edmonds-Karp,500,996,498,0
distinctroutes-11.in,Scaling,500,996,498,0
distinctroutes-11.in,Dinic,500,996,498,0
distinctroutes-11.in,Dinic-Scaling,500,996,498,0
distinctroutes-11.in,ISAP,500,996,498,0
distinctroutes-11.in,MPM,500,996,498,0
distinctroutes-11.in,Push-Relabel,500,996,498,0
distinctroutes-11.in,Push-Relabel-Highest,500,996,498,0
distinctroutes-11.in,Push-Relabel-Gap,500,996,498,0
distinctroutes-11.in,Push-Relabel-HG,500,996,498,0
distinctroutes-11.in,HLPP,500,996,498,0
distinctroutes-12.in,Edmonds-Karp,500,499,1,0
distinctroutes-12.in,Scaling,500,499,1,0
distinctroutes-12.in,Dinic,500,499,1,0
distinctroutes-12.in,Dinic-Scaling,500,499,1,0
distinctroutes-12.in,ISAP,500,499,1,0
distinctroutes-12.in,MPM,500,499,1,0
distinctroutes-12.in,Push-Relabel,500,499,1,0
distinctroutes-12.in,Push-Relabel-Highest,500,499,1,0
distinctroutes-12.in,Push-Relabel-Gap,500,499,1,0
distinctroutes-12.in,Push-Relabel-HG,500,499,1,0
distinctroutes-12.in,HLPP,500,499,1,0
distinctroutes-13.in,Edmonds-Karp,2,1,0,0
distinctroutes-13.in,Scaling,2,1,0,0
distinctroutes-13.in,Dinic,2,1,0,0
distinctroutes-13.in,Dinic-Scaling,2,1,0,0
distinctroutes-13.in,ISAP,2,1,0,0
distinctroutes-13.in,MPM,2,1,0,0
distinctroutes-13.in,Push-Relabel,2,1,0,0
distinctroutes-13.in,Push-Relabel-Highest,2,1,0,0
distinctroutes-13.in,Push-Relabel-Gap,2,1,0,0
distinctroutes-13.in,Push-Relabel-HG,2,1,0,0
distinctroutes-13.in,HLPP,2,1,0,0
distinctroutes-14.in,Edmonds-Karp,40,1000,21,0
distinctroutes-14.in,Scaling,40,1000,21,0
distinctroutes-14.in,Dinic,40,1000,21,0
distinctroutes-14.in,Dinic-Scaling,40,1000,21,0
distinctroutes-14.in,ISAP,40,1000,21,0
distinctroutes-14.in,MPM,40,1000,21,0
distinctroutes-14.in,Push-Relabel,40,1000,21,0
distinctroutes-14.in,Push-Relabel-Highest,40,1000,21,0
distinctroutes-14.in,Push-Relabel-Gap,40,1000,21,0
distinctroutes-14.in,Push-Relabel-HG,40,1000,21,0
distinctroutes-14.in,HLPP,40,1000,21,0
distinctroutes-15.in,Edmonds-Karp,75,1000,12,0
distinctroutes-15.in,Scaling,75,1000,12,0
distinctroutes-15.in,Dinic,75,1000,12,0
distinctroutes-15.in,Dinic-Scaling,75,1000,12,0
distinctroutes-15.in,ISAP,75,1000,12,0
distinctroutes-15.in,MPM,75,1000,12,0
distinctroutes-15.in,Push-Relabel,75,1000,12,1
distinctroutes-15.in,Push-Relabel-Highest,75,1000,12,1
distinctroutes-15.in,Push-Relabel-Gap,75,1000,12,1
distinctroutes-15.in,Push-Relabel-HG,75,1000,12,0
distinctroutes-15.in,HLPP,75,1000,12,0
distinctroutes-16.in,Edmonds-Karp,100,1000,9,0
distinctroutes-16.in,Scaling,100,1000,9,0
distinctroutes-16.in,Dinic,100,1000,9,0
distinctroutes-16.in,Dinic-Scaling,100,1000,9,0
distinctroutes-16.in,ISAP,100,1000,9,0
distinctroutes-16.in,MPM,100,1000,9,0
distinctroutes-16.in,Push-Relabel,100,1000,9,0
distinctroutes-16.in,Push-Relabel-Highest,100,1000,9,0
distinctroutes-16.in,Push-Relabel-Gap,100,1000,9,0
distinctroutes-16.in,Push-Relabel-HG,100,1000,9,0
distinctroutes-16.in,HLPP,100,1000,9,0
distinctroutes-17.in,Edmonds-Karp,3,2,1,0
distinctroutes-17.in,Scaling,3,2,1,0
distinctroutes-17.in,Dinic,3,2,1,0
distinctroutes-17.in,Dinic-Scaling,3,2,1,0
distinctroutes-17.in,ISAP,3,2,1,0
distinctroutes-17.in,MPM,3,2,1,0
distinctroutes-17.in,Push-Relabel,3,2,1,0
distinctroutes-17.in,Push-Relabel-Highest,3,2,1,0
distinctroutes-17.in,Push-Relabel-Gap,3,2,1,0
distinctroutes-17.in,Push-Relabel-HG,3,2,1,0
distinctroutes-17.in,HLPP,3,2,1,0
distinctroutes-2.in,Edmonds-Karp,8,9,2,0
distinctroutes-2.in,Scaling,8,9,2,0
distinctroutes-2.in,Dinic,8,9,2,0
distinctroutes-2.in,Dinic-Scaling,8,9,2,0
distinctroutes-2.in,ISAP,8,9,2,0
distinctroutes-2.in,MPM,8,9,2,0
distinctroutes-2.in,Push-Relabel,8,9,2,0
distinctroutes-2.in,Push-Relabel-Highest,8,9,2,0
distinctroutes-2.in,Push-Relabel-Gap,8,9,2,0
distinctroutes-2.in,Push-Relabel-HG,8,9,2,0
distinctroutes-2.in,HLPP,8,9,2,0
distinctroutes-3.in,Edmonds-Karp,8,9,1,0
distinctroutes-3.in,Scaling,8,9,1,0
distinctroutes-3.in,Dinic,8,9,1,0
distinctroutes-3.in,Dinic-Scaling,8,9,1,0
distinctroutes-3.in,ISAP,8,9,1,0
distinctroutes-3.in,MPM,8,9,1,0
distinctroutes-3.in,Push-Relabel,8,9,1,0
distinctroutes-3.in,Push-Relabel-Highest,8,9,1,0
distinctroutes-3.in,Push-Relabel-Gap,8,9,1,0
distinctroutes-3.in,Push-Relabel-HG,8,9,1,0
distinctroutes-3.in,HLPP,8,9,1,0
distinctroutes-4.in,Edmonds-Karp,7,9,3,0
distinctroutes-4.in,Scaling,7,9,3,0
distinctroutes-4.in,Dinic,7,9,3,0
distinctroutes-4.in,Dinic-Scaling,7,9,3,0
distinctroutes-4.in,ISAP,7,9,3,0
distinctroutes-4.in,MPM,7,9,3,0
distinctroutes-4.in,Push-Relabel,7,9,3,0
distinctroutes-4.in,Push-Relabel-Highest,7,9,3,0
distinctroutes-4.in,Push-Relabel-Gap,7,9,3,0
distinctroutes-4.in,Push-Relabel-HG,7,9,3,0
distinctroutes-4.in,HLPP,7,9,3,0
distinctroutes-5.in,Edmonds-Karp,7,15,2,0
distinctroutes-5.in,Scaling,7,15,2,0
distinctroutes-5.in,Dinic,7,15,2,0
distinctroutes-5.in,Dinic-Scaling,7,15,2,0
distinctroutes-5.in,ISAP,7,15,2,0
distinctroutes-5.in,MPM,7,15,2,0
distinctroutes-5.in,Push-Relabel,7,15,2,0
distinctroutes-5.in,Push-Relabel-Highest,7,15,2,0
distinctroutes-5.in,Push-Relabel-Gap,7,15,2,0
distinctroutes-5.in,Push-Relabel-HG,7,15,2,0
distinctroutes-5.in,HLPP,7,15,2,0
distinctroutes-6.in,Edmonds-Karp,500,986,116,0
distinctroutes-6.in,Scaling,500,986,116,0
distinctroutes-6.in,Dinic,500,986,116,0
distinctroutes-6.in,Dinic-Scaling,500,986,116,0
distinctroutes-6.in,ISAP,500,986,116,0
distinctroutes-6.in,MPM,500,986,116,0
distinctroutes-6.in,Push-Relabel,500,986,116,0
distinctroutes-6.in,Push-Relabel-Highest,500,986,116,0
distinctroutes-6.in,Push-Relabel-Gap,500,986,116,0
distinctroutes-6.in,Push-Relabel-HG,500,986,116,0
distinctroutes-6.in,HLPP,500,986,116,0
distinctroutes-7.in,Edmonds-Karp,122,199,1,0
distinctroutes-7.in,Scaling,122,199,1,0
distinctroutes-7.in,Dinic,122,199,1,0
distinctroutes-7.in,Dinic-Scaling,122,199,1,0
distinctroutes-7.in,ISAP,122,199,1,0
distinctroutes-7.in,MPM,122,199,1,0
distinctroutes-7.in,Push-Relabel,122,199,1,0
distinctroutes-7.in,Push-Relabel-Highest,122,199,1,0
distinctroutes-7.in,Push-Relabel-Gap,122,199,1,0
distinctroutes-7.in,Push-Relabel-HG,122,199,1,0
distinctroutes-7.in,HLPP,122,199,1,0
distinctroutes-8.in,Edmonds-Karp,22,61,10,0
distinctroutes-8.in,Scaling,22,61,10,0
distinctroutes-8.in,Dinic,22,61,10,0
distinctroutes-8.in,Dinic-Scaling,22,61,10,0
distinctroutes-8.in,ISAP,22,61,10,0
distinctroutes-8.in,MPM,22,61,10,0
distinctroutes-8.in,Push-Relabel,22,61,10,0
distinctroutes-8.in,Push-Relabel-Highest,22,61,10,0
distinctroutes-8.in,Push-Relabel-Gap,22,61,10,0
distinctroutes-8.in,Push-Relabel-HG,22,61,10,0
distinctroutes-8.in,HLPP,22,61,10,0
distinctroutes-9.in,Edmonds-Karp,9,12,3,0
distinctroutes-9.in,Scaling,9,12,3,0
distinctroutes-9.in,Dinic,9,12,3,0
distinctroutes-9.in,Dinic-Scaling,9,12,3,0
distinctroutes-9.in,ISAP,9,12,3,0
distinctroutes-9.in,MPM,9,12,3,0
distinctroutes-9.in,Push-Relabel,9,12,3,0
distinctroutes-9.in,Push-Relabel-Highest,9,12,3,0
distinctroutes-9.in,Push-Relabel-Gap,9,12,3,0
distinctroutes-9.in,Push-Relabel-HG,9,12,3,0
distinctroutes-9.in,HLPP,9,12,3,0
downloadspeed-0.in,Edmonds-Karp,4,3,3,0
downloadspeed-0.in,Scaling,4,3,3,0
downloadspeed-0.in,Dinic,4,3,3,0
downloadspeed-0.in,Dinic-Scaling,4,3,3,0
downloadspeed-0.in,ISAP,4,3,3,0
downloadspeed-0.in,MPM,4,3,3,0
downloadspeed-0.in,Push-Relabel,4,3,3,0
downloadspeed-0.in,Push-Relabel-Highest,4,3,3,0
downloadspeed-0.in,Push-Relabel-Gap,4,3,3,0
downloadspeed-0.in,Push-Relabel-HG,4,3,3,0
downloadspeed-0.in,HLPP,4,3,3,0
downloadspeed-1.in,Edmonds-Karp,4,5,3,0
downloadspeed-1.in,Scaling,4,5,3,0
downloadspeed-1.in,Dinic,4,5,3,0
downloadspeed-1.in,Dinic-Scaling,4,5,3,0
downloadspeed-1.in,ISAP,4,5,3,0
downloadspeed-1.in,MPM,4,5,3,0
downloadspeed-1.in,Push-Relabel,4,5,3,0
downloadspeed-1.in,Push-Relabel-Highest,4,5,3,0
downloadspeed-1.in,Push-Relabel-Gap,4,5,3,0
downloadspeed-1.in,Push-Relabel-HG,4,5,3,0
downloadspeed-1.in,HLPP,4,5,3,0
downloadspeed-10.in,Edmonds-Karp,442,998,32724,134
downloadspeed-10.in,Scaling,442,998,32724,1
downloadspeed-10.in,Dinic,442,998,32724,38
downloadspeed-10.in,Dinic-Scaling,442,998,32724,36
downloadspeed-10.in,ISAP,442,998,32724,220
downloadspeed-10.in,MPM,442,998,32724,35
downloadspeed-10.in,Push-Relabel,442,998,32724,4
downloadspeed-10.in,Push-Relabel-Highest,442,998,32724,5
downloadspeed-10.in,Push-Relabel-Gap,442,998,32724,7
downloadspeed-10.in,Push-Relabel-HG,442,998,32724,0
downloadspeed-10.in,HLPP,442,998,32724,0
downloadspeed-11.in,Edmonds-Karp,4,5,2,0
downloadspeed-11.in,Scaling,4,5,2,0
downloadspeed-11.in,Dinic,4,5,2,0
downloadspeed-11.in,Dinic-Scaling,4,5,2,0
downloadspeed-11.in,ISAP,4,5,2,0
downloadspeed-11.in,MPM,4,5,2,0
downloadspeed-11.in,Push-Relabel,4,5,2,0
downloadspeed-11.in,Push-Relabel-Highest,4,5,2,0
downloadspeed-11.in,Push-Relabel-Gap,4,5,2,0
downloadspeed-11.in,Push-Relabel-HG,4,5,2,0
downloadspeed-11.in,HLPP,4,5,2,0
downloadspeed-12.in,Edmonds-Karp,126,250,2147483648,0
downloadspeed-12.in,Scaling,126,250,2147483648,0
downloadspeed-12.in,Dinic,126,250,2147483648,0
downloadspeed-12.in,Dinic-Scaling,126,250,2147483648,0
downloadspeed-12.in,ISAP,126,250,2147483648,0
downloadspeed-12.in,MPM,126,250,2147483648,0
downloadspeed-12.in,Push-Relabel,126,250,2147483648,0
downloadspeed-12.in,Push-Relabel-Highest,126,250,2147483648,0
downloadspeed-12.in,Push-Relabel-Gap,126,250,2147483648,0
downloadspeed-12.in,Push-Relabel-HG,126,250,2147483648,0
downloadspeed-12.in,HLPP,126,250,2147483648,0
downloadspeed-13.in,Edmonds-Karp,5,5,3,0
downloadspeed-13.in,Scaling,5,5,3,0
downloadspeed-13.in,Dinic,5,5,3,0
downloadspeed-13.in,Dinic-Scaling,5,5,3,0
downloadspeed-13.in,ISAP,5,5,3,0
downloadspeed-13.in,MPM,5,5,3,0
downloadspeed-13.in,Push-Relabel,5,5,3,0
downloadspeed-13.in,Push-Relabel-Highest,5,5,3,0
downloadspeed-13.in,Push-Relabel-Gap,5,5,3,0
downloadspeed-13.in,Push-Relabel-HG,5,5,3,0
downloadspeed-13.in,HLPP,5,5,3,0
downloadspeed-14.in,Edmonds-Karp,106,278,262144,0
downloadspeed-14.in,Scaling,106,278,262144,0
downloadspeed-14.in,Dinic,106,278,262144,0
downloadspeed-14.in,Dinic-Scaling,106,278,262144,0
downloadspeed-14.in,ISAP,106,278,262144,0
downloadspeed-14.in,MPM,106,278,262144,0
downloadspeed-14.in,Push-Relabel,106,278,262144,0
downloadspeed-14.in,Push-Relabel-Highest,106,278,262144,0
downloadspeed-14.in,Push-Relabel-Gap,106,278,262144,0
downloadspeed-14.in,Push-Relabel-HG,106,278,262144,0
downloadspeed-14.in,HLPP,106,278,262144,0
downloadspeed-15.in,Edmonds-Karp,15,62,787,0
downloadspeed-15.in,Scaling,15,62,787,0
downloadspeed-15.in,Dinic,15,62,787,0
downloadspeed-15.in,Dinic-Scaling,15,62,787,0
downloadspeed-15.in,ISAP,15,62,787,0
downloadspeed-15.in,MPM,15,62,787,0
downloadspeed-15.in,Push-Relabel,15,62,787,0
downloadspeed-15.in,Push-Relabel-Highest,15,62,787,0
downloadspeed-15.in,Push-Relabel-Gap,15,62,787,0
downloadspeed-15.in,Push-Relabel-HG,15,62,787,0
downloadspeed-15.in,HLPP,15,62,787,0
downloadspeed-16.in,Edmonds-Karp,8,33,1649,0
downloadspeed-16.in,Scaling,8,33,1649,0
downloadspeed-16.in,Dinic,8,33,1649,0
downloadspeed-16.in,Dinic-Scaling,8,33,1649,0
downloadspeed-16.in,ISAP,8,33,1649,0
downloadspeed-16.in,MPM,8,33,1649,0
downloadspeed-16.in,Push-Relabel,8,33,1649,0
downloadspeed-16.in,Push-Relabel-Highest,8,33,1649,0
downloadspeed-16.in,Push-Relabel-Gap,8,33,1649,0
downloadspeed-16.in,Push-Relabel-HG,8,33,1649,0
downloadspeed-16.in,HLPP,8,33,1649,0
downloadspeed-17.in,Edmonds-Karp,15,65,2782,0
downloadspeed-17.in,Scaling,15,65,2782,0
downloadspeed-17.in,Dinic,15,65,2782,0
downloadspeed-17.in,Dinic-Scaling,15,65,2782,0
downloadspeed-17.in,ISAP,15,65,2782,0
downloadspeed-17.in,MPM,15,65,2782,0
downloadspeed-17.in,Push-Relabel,15,65,2782,0
downloadspeed-17.in,Push-Relabel-Highest,15,65,2782,0
downloadspeed-17.in,Push-Relabel-Gap,15,65,2782,0
downloadspeed-17.in,Push-Relabel-HG,15,65,2782,0
downloadspeed-17.in,HLPP,15,65,2782,0
downloadspeed-18.in,Edmonds-Karp,114,706,1666183155,0
downloadspeed-18.in,Scaling,114,706,1666183155,0
downloadspeed-18.in,Dinic,114,706,1666183155,0
downloadspeed-18.in,Dinic-Scaling,114,706,1666183155,0
downloadspeed-18.in,ISAP,114,706,1666183155,0
downloadspeed-18.in,MPM,114,706,1666183155,0
downloadspeed-18.in,Push-Relabel,114,706,1666183155,1
downloadspeed-18.in,Push-Relabel-Highest,114,706,1666183155,1
downloadspeed-18.in,Push-Relabel-Gap,114,706,1666183155,1
downloadspeed-18.in,Push-Relabel-HG,114,706,1666183155,0
downloadspeed-18.in,HLPP,114,706,1666183155,0
downloadspeed-19.in,Edmonds-Karp,37,129,1236,0
downloadspeed-19.in,Scaling,37,129,1236,0
downloadspeed-19.in,Dinic,37,129,1236,0
downloadspeed-19.in,Dinic-Scaling,37,129,1236,0
downloadspeed-19.in,ISAP,37,129,1236,0
downloadspeed-19.in,MPM,37,129,1236,0
downloadspeed-19.in,Push-Relabel,37,129,1236,0
downloadspeed-19.in,Push-Relabel-Highest,37,129,1236,0
downloadspeed-19.in,Push-Relabel-Gap,37,129,1236,0
downloadspeed-19.in,Push-Relabel-HG,37,129,1236,0
downloadspeed-19.in,HLPP,37,129,1236,0
downloadspeed-2.in,Edmonds-Karp,10,999,111000000000,0
downloadspeed-2.in,Scaling,10,999,111000000000,3
downloadspeed-2.in,Dinic,10,999,111000000000,0
downloadspeed-2.in,Dinic-Scaling,10,999,111000000000,0
downloadspeed-2.in,ISAP,10,999,111000000000,0
downloadspeed-2.in,MPM,10,999,111000000000,0
downloadspeed-2.in,Push-Relabel,10,999,111000000000,0
downloadspeed-2.in,Push-Relabel-Highest,10,999,111000000000,0
downloadspeed-2.in,Push-Relabel-Gap,10,999,111000000000,0
downloadspeed-2.in,Push-Relabel-HG,10,999,111000000000,0
downloadspeed-2.in,HLPP,10,999,111000000000,0
downloadspeed-20.in,Edmonds-Karp,500,1000,261965,1
downloadspeed-20.in,Scaling,500,1000,261965,6
downloadspeed-20.in,Dinic,500,1000,261965,0
downloadspeed-20.in,Dinic-Scaling,500,1000,261965,0
downloadspeed-20.in,ISAP,500,1000,261965,2
downloadspeed-20.in,MPM,500,1000,261965,0
downloadspeed-20.in,Push-Relabel,500,1000,261965,0
downloadspeed-20.in,Push-Relabel-Highest,500,1000,261965,0
downloadspeed-20.in,Push-Relabel-Gap,500,1000,261965,0
downloadspeed-20.in,Push-Relabel-HG,500,1000,261965,0
downloadspeed-20.in,HLPP,500,1000,261965,0
downloadspeed-21.in,Edmonds-Karp,500,1000,249999975,6
downloadspeed-21.in,Scaling,500,1000,249999975,6
downloadspeed-21.in,Dinic,500,1000,249999975,2
downloadspeed-21.in,Dinic-Scaling,500,1000,249999975,2
downloadspeed-21.in,ISAP,500,1000,249999975,12
downloadspeed-21.in,MPM,500,1000,249999975,21
downloadspeed-21.in,Push-Relabel,500,1000,249999975,3
downloadspeed-21.in,Push-Relabel-Highest,500,1000,249999975,4
downloadspeed-21.in,Push-Relabel-Gap,500,1000,249999975,5
downloadspeed-21.in,Push-Relabel-HG,500,1000,249999975,0
downloadspeed-21.in,HLPP,500,1000,249999975,0
downloadspeed-22.in,Edmonds-Karp,4,5,2000000000,0
downloadspeed-22.in,Scaling,4,5,2000000000,0
downloadspeed-22.in,Dinic,4,5,2000000000,0
downloadspeed-22.in,Dinic-Scaling,4,5,2000000000,0
downloadspeed-22.in,ISAP,4,5,2000000000,0
downloadspeed-22.in,MPM,4,5,2000000000,0
