Testcase,Algorithm,Nodes,Edges,MaxFlow,RuntimeMs
downloadspeed-22.in,Push-Relabel,4,5,2000000000,0
downloadspeed-22.in,Push-Relabel-Highest,4,5,2000000000,0
downloadspeed-22.in,Push-Relabel-Gap,4,5,2000000000,0
downloadspeed-22.in,Push-Relabel-HG,4,5,2000000000,0
downloadspeed-22.in,HLPP,4,5,2000000000,0
downloadspeed-23.in,Edmonds-Karp,500,1000,225788141000,1
downloadspeed-23.in,Scaling,500,1000,225788141000,3
downloadspeed-23.in,Dinic,500,1000,225788141000,0
downloadspeed-23.in,Dinic-Scaling,500,1000,225788141000,0
downloadspeed-23.in,ISAP,500,1000,225788141000,0
downloadspeed-23.in,MPM,500,1000,225788141000,1
downloadspeed-23.in,Push-Relabel,500,1000,225788141000,0
downloadspeed-23.in,Push-Relabel-Highest,500,1000,225788141000,0
downloadspeed-23.in,Push-Relabel-Gap,500,1000,225788141000,0
downloadspeed-23.in,Push-Relabel-HG,500,1000,225788141000,0
downloadspeed-23.in,HLPP,500,1000,225788141000,2
downloadspeed-24.in,Edmonds-Karp,2,1,0,0
downloadspeed-24.in,Scaling,2,1,0,0
downloadspeed-24.in,Dinic,2,1,0,0
downloadspeed-24.in,Dinic-Scaling,2,1,0,0
downloadspeed-24.in,ISAP,2,1,0,0
downloadspeed-24.in,MPM,2,1,0,0
downloadspeed-24.in,Push-Relabel,2,1,0,0
downloadspeed-24.in,Push-Relabel-Highest,2,1,0,0
downloadspeed-24.in,Push-Relabel-Gap,2,1,0,0
downloadspeed-24.in,Push-Relabel-HG,2,1,0,0
downloadspeed-24.in,HLPP,2,1,0,0
downloadspeed-25.in,Edmonds-Karp,2,1000,1000000000000,0
downloadspeed-25.in,Scaling,2,1000,1000000000000,3
downloadspeed-25.in,Dinic,2,1000,1000000000000,0
downloadspeed-25.in,Dinic-Scaling,2,1000,1000000000000,0
downloadspeed-25.in,ISAP,2,1000,1000000000000,0
downloadspeed-25.in,MPM,2,1000,1000000000000,0
downloadspeed-25.in,Push-Relabel,2,1000,1000000000000,0
downloadspeed-25.in,Push-Relabel-Highest,2,1000,1000000000000,0
downloadspeed-25.in,Push-Relabel-Gap,2,1000,1000000000000,0
downloadspeed-25.in,Push-Relabel-HG,2,1000,1000000000000,0
downloadspeed-25.in,HLPP,2,1000,1000000000000,0
downloadspeed-26.in,Edmonds-Karp,500,998,60,0
downloadspeed-26.in,Scaling,500,998,60,0
downloadspeed-26.in,Dinic,500,998,60,0
downloadspeed-26.in,Dinic-Scaling,500,998,60,0
downloadspeed-26.in,ISAP,500,998,60,0
downloadspeed-26.in,MPM,500,998,60,0
downloadspeed-26.in,Push-Relabel,500,998,60,10
downloadspeed-26.in,Push-Relabel-Highest,500,998,60,12
downloadspeed-26.in,Push-Relabel-Gap,500,998,60,16
downloadspeed-26.in,Push-Relabel-HG,500,998,60,0
downloadspeed-26.in,HLPP,500,998,60,0
downloadspeed-27.in,Edmonds-Karp,500,998,1093765123,0
downloadspeed-27.in,Scaling,500,998,1093765123,0
downloadspeed-27.in,Dinic,500,998,1093765123,0
downloadspeed-27.in,Dinic-Scaling,500,998,1093765123,0
downloadspeed-27.in,ISAP,500,998,1093765123,0
downloadspeed-27.in,MPM,500,998,1093765123,1
downloadspeed-27.in,Push-Relabel,500,998,1093765123,11
downloadspeed-27.in,Push-Relabel-Highest,500,998,1093765123,14
downloadspeed-27.in,Push-Relabel-Gap,500,998,1093765123,18
downloadspeed-27.in,Push-Relabel-HG,500,998,1093765123,0
downloadspeed-27.in,HLPP,500,998,1093765123,0
downloadspeed-28.in,Edmonds-Karp,2,1,1,0
downloadspeed-28.in,Scaling,2,1,1,0
downloadspeed-28.in,Dinic,2,1,1,0
downloadspeed-28.in,Dinic-Scaling,2,1,1,0
downloadspeed-28.in,ISAP,2,1,1,0
downloadspeed-28.in,MPM,2,1,1,0
downloadspeed-28.in,Push-Relabel,2,1,1,0
downloadspeed-28.in,Push-Relabel-Highest,2,1,1,0
downloadspeed-28.in,Push-Relabel-Gap,2,1,1,0
downloadspeed-28.in,Push-Relabel-HG,2,1,1,0
downloadspeed-28.in,HLPP,2,1,1,0
downloadspeed-29.in,Edmonds-Karp,4,5,6,0
downloadspeed-29.in,Scaling,4,5,6,0
downloadspeed-29.in,Dinic,4,5,6,0
downloadspeed-29.in,Dinic-Scaling,4,5,6,0
downloadspeed-29.in,ISAP,4,5,6,0
downloadspeed-29.in,MPM,4,5,6,0
downloadspeed-29.in,Push-Relabel,4,5,6,0
downloadspeed-29.in,Push-Relabel-Highest,4,5,6,0
downloadspeed-29.in,Push-Relabel-Gap,4,5,6,0
downloadspeed-29.in,Push-Relabel-HG,4,5,6,0
downloadspeed-29.in,HLPP,4,5,6,0
downloadspeed-3.in,Edmonds-Karp,7,9,2,0
downloadspeed-3.in,Scaling,7,9,2,0
downloadspeed-3.in,Dinic,7,9,2,0
downloadspeed-3.in,Dinic-Scaling,7,9,2,0
downloadspeed-3.in,ISAP,7,9,2,0
downloadspeed-3.in,MPM,7,9,2,0
downloadspeed-3.in,Push-Relabel,7,9,2,0
downloadspeed-3.in,Push-Relabel-Highest,7,9,2,0
downloadspeed-3.in,Push-Relabel-Gap,7,9,2,0
downloadspeed-3.in,Push-Relabel-HG,7,9,2,0
downloadspeed-3.in,HLPP,7,9,2,0
downloadspeed-4.in,Edmonds-Karp,498,992,248,0
downloadspeed-4.in,Scaling,498,992,248,0
downloadspeed-4.in,Dinic,498,992,248,0
downloadspeed-4.in,Dinic-Scaling,498,992,248,0
downloadspeed-4.in,ISAP,498,992,248,0
downloadspeed-4.in,MPM,498,992,248,3
downloadspeed-4.in,Push-Relabel,498,992,248,0
downloadspeed-4.in,Push-Relabel-Highest,498,992,248,0
downloadspeed-4.in,Push-Relabel-Gap,498,992,248,0
downloadspeed-4.in,Push-Relabel-HG,498,992,248,0
downloadspeed-4.in,HLPP,498,992,248,0
downloadspeed-5.in,Edmonds-Karp,8,9,1,0
downloadspeed-5.in,Scaling,8,9,1,0
downloadspeed-5.in,Dinic,8,9,1,0
downloadspeed-5.in,Dinic-Scaling,8,9,1,0
downloadspeed-5.in,ISAP,8,9,1,0
downloadspeed-5.in,MPM,8,9,1,0
downloadspeed-5.in,Push-Relabel,8,9,1,0
downloadspeed-5.in,Push-Relabel-Highest,8,9,1,0
downloadspeed-5.in,Push-Relabel-Gap,8,9,1,0
downloadspeed-5.in,Push-Relabel-HG,8,9,1,0
downloadspeed-5.in,HLPP,8,9,1,0
downloadspeed-6.in,Edmonds-Karp,122,199,1,0
downloadspeed-6.in,Scaling,122,199,1,0
downloadspeed-6.in,Dinic,122,199,1,0
downloadspeed-6.in,Dinic-Scaling,122,199,1,0
downloadspeed-6.in,ISAP,122,199,1,0
downloadspeed-6.in,MPM,122,199,1,0
downloadspeed-6.in,Push-Relabel,122,199,1,0
downloadspeed-6.in,Push-Relabel-Highest,122,199,1,0
downloadspeed-6.in,Push-Relabel-Gap,122,199,1,0
downloadspeed-6.in,Push-Relabel-HG,122,199,1,0
downloadspeed-6.in,HLPP,122,199,1,0
downloadspeed-7.in,Edmonds-Karp,4,7,150,0
downloadspeed-7.in,Scaling,4,7,150,0
downloadspeed-7.in,Dinic,4,7,150,0
downloadspeed-7.in,Dinic-Scaling,4,7,150,0
downloadspeed-7.in,ISAP,4,7,150,0
downloadspeed-7.in,MPM,4,7,150,0
downloadspeed-7.in,Push-Relabel,4,7,150,0
downloadspeed-7.in,Push-Relabel-Highest,4,7,150,0
downloadspeed-7.in,Push-Relabel-Gap,4,7,150,0
downloadspeed-7.in,Push-Relabel-HG,4,7,150,0
downloadspeed-7.in,HLPP,4,7,150,0
downloadspeed-8.in,Edmonds-Karp,499,996,510000000,1
downloadspeed-8.in,Scaling,499,996,510000000,0
downloadspeed-8.in,Dinic,499,996,510000000,1
downloadspeed-8.in,Dinic-Scaling,499,996,510000000,1
downloadspeed-8.in,ISAP,499,996,510000000,5
downloadspeed-8.in,MPM,499,996,510000000,29
downloadspeed-8.in,Push-Relabel,499,996,510000000,8
downloadspeed-8.in,Push-Relabel-Highest,499,996,510000000,10
downloadspeed-8.in,Push-Relabel-Gap,499,996,510000000,13
downloadspeed-8.in,Push-Relabel-HG,499,996,510000000,1
downloadspeed-8.in,HLPP,499,996,510000000,4
downloadspeed-9.in,Edmonds-Karp,334,996,130988929122,0
downloadspeed-9.in,Scaling,334,996,130988929122,0
downloadspeed-9.in,Dinic,334,996,130988929122,0
downloadspeed-9.in,Dinic-Scaling,334,996,130988929122,0
downloadspeed-9.in,ISAP,334,996,130988929122,0
downloadspeed-9.in,MPM,334,996,130988929122,0
downloadspeed-9.in,Push-Relabel,334,996,130988929122,0
downloadspeed-9.in,Push-Relabel-Highest,334,996,130988929122,0
downloadspeed-9.in,Push-Relabel-Gap,334,996,130988929122,0
downloadspeed-9.in,Push-Relabel-HG,334,996,130988929122,0
downloadspeed-9.in,HLPP,334,996,130988929122,0
layered-1-0.in,Edmonds-Karp,1747,1796,25,0
layered-1-0.in,Scaling,1747,1796,25,0
layered-1-0.in,Dinic,1747,1796,25,0
layered-1-0.in,Dinic-Scaling,1747,1796,25,0
layered-1-0.in,ISAP,1747,1796,25,0
layered-1-0.in,MPM,1747,1796,25,3
layered-1-0.in,Push-Relabel,1747,1796,25,80
layered-1-0.in,Push-Relabel-Highest,1747,1796,25,151
layered-1-0.in,Push-Relabel-Gap,1747,1796,25,149
layered-1-0.in,Push-Relabel-HG,1747,1796,25,0
layered-1-0.in,HLPP,1747,1796,25,0
layered-1-1.in,Edmonds-Karp,1747,1796,25,0
layered-1-1.in,Scaling,1747,1796,25,0
layered-1-1.in,Dinic,1747,1796,25,0
layered-1-1.in,Dinic-Scaling,1747,1796,25,0
layered-1-1.in,ISAP,1747,1796,25,0
layered-1-1.in,MPM,1747,1796,25,3
layered-1-1.in,Push-Relabel,1747,1796,25,77
layered-1-1.in,Push-Relabel-Highest,1747,1796,25,142
layered-1-1.in,Push-Relabel-Gap,1747,1796,25,133
layered-1-1.in,Push-Relabel-HG,1747,1796,25,1
layered-1-1.in,HLPP,1747,1796,25,0
layered-1-2.in,Edmonds-Karp,1747,1796,25,0
layered-1-2.in,Scaling,1747,1796,25,0
layered-1-2.in,Dinic,1747,1796,25,0
layered-1-2.in,Dinic-Scaling,1747,1796,25,0
layered-1-2.in,ISAP,1747,1796,25,0
layered-1-2.in,MPM,1747,1796,25,3
layered-1-2.in,Push-Relabel,1747,1796,25,70
layered-1-2.in,Push-Relabel-Highest,1747,1796,25,130
layered-1-2.in,Push-Relabel-Gap,1747,1796,25,133
layered-1-2.in,Push-Relabel-HG,1747,1796,25,1
layered-1-2.in,HLPP,1747,1796,25,0
layered-1-3.in,Edmonds-Karp,1747,1796,25,0
layered-1-3.in,Scaling,1747,1796,25,0
layered-1-3.in,Dinic,1747,1796,25,0
layered-1-3.in,Dinic-Scaling,1747,1796,25,0
layered-1-3.in,ISAP,1747,1796,25,0
layered-1-3.in,MPM,1747,1796,25,3
layered-1-3.in,Push-Relabel,1747,1796,25,53
layered-1-3.in,Push-Relabel-Highest,1747,1796,25,97
layered-1-3.in,Push-Relabel-Gap,1747,1796,25,95
layered-1-3.in,Push-Relabel-HG,1747,1796,25,0
layered-1-3.in,HLPP,1747,1796,25,0
layered-1-4.in,Edmonds-Karp,1747,1796,25,0
layered-1-4.in,Scaling,1747,1796,25,0
layered-1-4.in,Dinic,1747,1796,25,0
layered-1-4.in,Dinic-Scaling,1747,1796,25,0
layered-1-4.in,ISAP,1747,1796,25,0
layered-1-4.in,MPM,1747,1796,25,3
layered-1-4.in,Push-Relabel,1747,1796,25,56
layered-1-4.in,Push-Relabel-Highest,1747,1796,25,102
layered-1-4.in,Push-Relabel-Gap,1747,1796,25,100
layered-1-4.in,Push-Relabel-HG,1747,1796,25,2
layered-1-4.in,HLPP,1747,1796,25,0
layered-2-0.in,Edmonds-Karp,3592,3692,25,0
layered-2-0.in,Scaling,3592,3692,25,0
layered-2-0.in,Dinic,3592,3692,25,0
layered-2-0.in,Dinic-Scaling,3592,3692,25,0
layered-2-0.in,ISAP,3592,3692,25,0
layered-2-0.in,MPM,3592,3692,25,16
layered-2-0.in,Push-Relabel,3592,3692,25,396
layered-2-0.in,Push-Relabel-Highest,3592,3692,25,708
layered-2-0.in,Push-Relabel-Gap,3592,3692,25,696
layered-2-0.in,Push-Relabel-HG,3592,3692,25,0
layered-2-0.in,HLPP,3592,3692,25,0
layered-2-1.in,Edmonds-Karp,3592,3692,25,0
layered-2-1.in,Scaling,3592,3692,25,0
layered-2-1.in,Dinic,3592,3692,25,0
layered-2-1.in,Dinic-Scaling,3592,3692,25,0
layered-2-1.in,ISAP,3592,3692,25,0
layered-2-1.in,MPM,3592,3692,25,14
layered-2-1.in,Push-Relabel,3592,3692,25,356
layered-2-1.in,Push-Relabel-Highest,3592,3692,25,632
layered-2-1.in,Push-Relabel-Gap,3592,3692,25,619
layered-2-1.in,Push-Relabel-HG,3592,3692,25,1
layered-2-1.in,HLPP,3592,3692,25,0
layered-2-2.in,Edmonds-Karp,3592,3692,25,0
layered-2-2.in,Scaling,3592,3692,25,0
layered-2-2.in,Dinic,3592,3692,25,0
layered-2-2.in,Dinic-Scaling,3592,3692,25,0
layered-2-2.in,ISAP,3592,3692,25,0
layered-2-2.in,MPM,3592,3692,25,14
layered-2-2.in,Push-Relabel,3592,3692,25,384
layered-2-2.in,Push-Relabel-Highest,3592,3692,25,710
layered-2-2.in,Push-Relabel-Gap,3592,3692,25,699
layered-2-2.in,Push-Relabel-HG,3592,3692,25,2
layered-2-2.in,HLPP,3592,3692,25,0
layered-2-3.in,Edmonds-Karp,3592,3692,25,0
layered-2-3.in,Scaling,3592,3692,25,0
layered-2-3.in,Dinic,3592,3692,25,0
layered-2-3.in,Dinic-Scaling,3592,3692,25,0
layered-2-3.in,ISAP,3592,3692,25,0
layered-2-3.in,MPM,3592,3692,25,15
layered-2-3.in,Push-Relabel,3592,3692,25,358
layered-2-3.in,Push-Relabel-Highest,3592,3692,25,614
layered-2-3.in,Push-Relabel-Gap,3592,3692,25,617
layered-2-3.in,Push-Relabel-HG,3592,3692,25,1
layered-2-3.in,HLPP,3592,3692,25,0
layered-2-4.in,Edmonds-Karp,3592,3692,25,0
layered-2-4.in,Scaling,3592,3692,25,0
layered-2-4.in,Dinic,3592,3692,25,0
layered-2-4.in,Dinic-Scaling,3592,3692,25,0
layered-2-4.in,ISAP,3592,3692,25,0
layered-2-4.in,MPM,3592,3692,25,14
layered-2-4.in,Push-Relabel,3592,3692,25,386
layered-2-4.in,Push-Relabel-Highest,3592,3692,25,705
layered-2-4.in,Push-Relabel-Gap,3592,3692,25,693
layered-2-4.in,Push-Relabel-HG,3592,3692,25,1
layered-2-4.in,HLPP,3592,3692,25,0
layered-3-0.in,Edmonds-Karp,5537,5688,25,0
layered-3-0.in,Scaling,5537,5688,25,0
layered-3-0.in,Dinic,5537,5688,25,0
layered-3-0.in,Dinic-Scaling,5537,5688,25,0
layered-3-0.in,ISAP,5537,5688,25,0
layered-3-0.in,MPM,5537,5688,25,34
layered-3-0.in,Push-Relabel,5537,5688,25,947
layered-3-0.in,Push-Relabel-Highest,5537,5688,25,1684
layered-3-0.in,Push-Relabel-Gap,5537,5688,25,1674
layered-3-0.in,Push-Relabel-HG,5537,5688,25,2
layered-3-0.in,HLPP,5537,5688,25,0
layered-3-1.in,Edmonds-Karp,5537,5688,25,0
layered-3-1.in,Scaling,5537,5688,25,0
layered-3-1.in,Dinic,5537,5688,25,0
layered-3-1.in,Dinic-Scaling,5537,5688,25,0
layered-3-1.in,ISAP,5537,5688,25,0
layered-3-1.in,MPM,5537,5688,25,36
layered-3-1.in,Push-Relabel,5537,5688,25,1029
layered-3-1.in,Push-Relabel-Highest,5537,5688,25,1772
layered-3-1.in,Push-Relabel-Gap,5537,5688,25,1788
layered-3-1.in,Push-Relabel-HG,5537,5688,25,3
layered-3-1.in,HLPP,5537,5688,25,0
layered-3-2.in,Edmonds-Karp,5537,5688,25,0
layered-3-2.in,Scaling,5537,5688,25,0
layered-3-2.in,Dinic,5537,5688,25,0
layered-3-2.in,Dinic-Scaling,5537,5688,25,0
layered-3-2.in,ISAP,5537,5688,25,0
layered-3-2.in,MPM,5537,5688,25,35
layered-3-2.in,Push-Relabel,5537,5688,25,1008
layered-3-2.in,Push-Relabel-Highest,5537,5688,25,1836
layered-3-2.in,Push-Relabel-Gap,5537,5688,25,1794
layered-3-2.in,Push-Relabel-HG,5537,5688,25,5
layered-3-2.in,HLPP,5537,5688,25,2
layered-3-3.in,Edmonds-Karp,5537,5688,25,0
layered-3-3.in,Scaling,5537,5688,25,0
layered-3-3.in,Dinic,5537,5688,25,0
layered-3-3.in,Dinic-Scaling,5537,5688,25,0
layered-3-3.in,ISAP,5537,5688,25,0
layered-3-3.in,MPM,5537,5688,25,38
layered-3-3.in,Push-Relabel,5537,5688,25,946
layered-3-3.in,Push-Relabel-Highest,5537,5688,25,1670
layered-3-3.in,Push-Relabel-Gap,5537,5688,25,1661
layered-3-3.in,Push-Relabel-HG,5537,5688,25,3
layered-3-3.in,HLPP,5537,5688,25,0
layered-3-4.in,Edmonds-Karp,5537,5688,25,0
layered-3-4.in,Scaling,5537,5688,25,0
layered-3-4.in,Dinic,5537,5688,25,0
layered-3-4.in,Dinic-Scaling,5537,5688,25,0
layered-3-4.in,ISAP,5537,5688,25,0
layered-3-4.in,MPM,5537,5688,25,36
layered-3-4.in,Push-Relabel,5537,5688,25,1056
layered-3-4.in,Push-Relabel-Highest,5537,5688,25,1774
layered-3-4.in,Push-Relabel-Gap,5537,5688,25,1807
layered-3-4.in,Push-Relabel-HG,5537,5688,25,4
layered-3-4.in,HLPP,5537,5688,25,0
layered-4-0.in,Edmonds-Karp,7582,7784,25,0
layered-4-0.in,Scaling,7582,7784,25,0
layered-4-0.in,Dinic,7582,7784,25,0
layered-4-0.in,Dinic-Scaling,7582,7784,25,1
layered-4-0.in,ISAP,7582,7784,25,0
layered-4-0.in,MPM,7582,7784,25,67
layered-4-0.in,Push-Relabel,7582,7784,25,1979
layered-4-0.in,Push-Relabel-Highest,7582,7784,25,3414
layered-4-0.in,Push-Relabel-Gap,7582,7784,25,3470
layered-4-0.in,Push-Relabel-HG,7582,7784,25,5
layered-4-0.in,HLPP,7582,7784,25,0
layered-4-1.in,Edmonds-Karp,7582,7784,25,0
layered-4-1.in,Scaling,7582,7784,25,0
layered-4-1.in,Dinic,7582,7784,25,0
layered-4-1.in,Dinic-Scaling,7582,7784,25,1
layered-4-1.in,ISAP,7582,7784,25,0
layered-4-1.in,MPM,7582,7784,25,65
layered-4-1.in,Push-Relabel,7582,7784,25,1946
layered-4-1.in,Push-Relabel-Highest,7582,7784,25,3405
layered-4-1.in,Push-Relabel-Gap,7582,7784,25,3487
layered-4-1.in,Push-Relabel-HG,7582,7784,25,7
layered-4-1.in,HLPP,7582,7784,25,4
layered-4-2.in,Edmonds-Karp,7582,7784,25,0
layered-4-2.in,Scaling,7582,7784,25,0
layered-4-2.in,Dinic,7582,7784,25,0
layered-4-2.in,Dinic-Scaling,7582,7784,25,1
layered-4-2.in,ISAP,7582,7784,25,0
layered-4-2.in,MPM,7582,7784,25,66
layered-4-2.in,Push-Relabel,7582,7784,25,1942
layered-4-2.in,Push-Relabel-Highest,7582,7784,25,3536
layered-4-2.in,Push-Relabel-Gap,7582,7784,25,3474
layered-4-2.in,Push-Relabel-HG,7582,7784,25,4
layered-4-2.in,HLPP,7582,7784,25,0
layered-4-3.in,Edmonds-Karp,7582,7784,25,0
layered-4-3.in,Scaling,7582,7784,25,0
layered-4-3.in,Dinic,7582,7784,25,0
layered-4-3.in,Dinic-Scaling,7582,7784,25,1
layered-4-3.in,ISAP,7582,7784,25,0
layered-4-3.in,MPM,7582,7784,25,64
layered-4-3.in,Push-Relabel,7582,7784,25,1976
layered-4-3.in,Push-Relabel-Highest,7582,7784,25,3488
layered-4-3.in,Push-Relabel-Gap,7582,7784,25,3520
layered-4-3.in,Push-Relabel-HG,7582,7784,25,4
layered-4-3.in,HLPP,7582,7784,25,4
layered-4-4.in,Edmonds-Karp,7582,7784,25,0
layered-4-4.in,Scaling,7582,7784,25,0
layered-4-4.in,Dinic,7582,7784,25,0
layered-4-4.in,Dinic-Scaling,7582,7784,25,1
layered-4-4.in,ISAP,7582,7784,25,0
layered-4-4.in,MPM,7582,7784,25,66
layered-4-4.in,Push-Relabel,7582,7784,25,2034
layered-4-4.in,Push-Relabel-Highest,7582,7784,25,3549
layered-4-4.in,Push-Relabel-Gap,7582,7784,25,3522
layered-4-4.in,Push-Relabel-HG,7582,7784,25,5
layered-4-4.in,HLPP,7582,7784,25,0
layered-5-0.in,Edmonds-Karp,9727,9980,25,0
layered-5-0.in,Scaling,9727,9980,25,1
layered-5-0.in,Dinic,9727,9980,25,0
layered-5-0.in,Dinic-Scaling,9727,9980,25,2
layered-5-0.in,ISAP,9727,9980,25,0
layered-5-0.in,MPM,9727,9980,25,100
layered-5-0.in,Push-Relabel,9727,9980,25,3398
layered-5-0.in,Push-Relabel-Highest,9727,9980,TLE,TLE
layered-5-0.in,Push-Relabel-Gap,9727,9980,TLE,TLE
layered-5-0.in,Push-Relabel-HG,9727,9980,25,6
layered-5-0.in,HLPP,9727,9980,25,0
layered-5-1.in,Edmonds-Karp,9727,9980,25,0
layered-5-1.in,Scaling,9727,9980,25,0
layered-5-1.in,Dinic,9727,9980,25,0
layered-5-1.in,Dinic-Scaling,9727,9980,25,2
layered-5-1.in,ISAP,9727,9980,25,0
layered-5-1.in,MPM,9727,9980,25,101
layered-5-1.in,Push-Relabel,9727,9980,25,3312
layered-5-1.in,Push-Relabel-Highest,9727,9980,TLE,TLE
layered-5-1.in,Push-Relabel-Gap,9727,9980,TLE,TLE
layered-5-1.in,Push-Relabel-HG,9727,9980,25,4
layered-5-1.in,HLPP,9727,9980,25,6
layered-5-2.in,Edmonds-Karp,9727,9980,26,0
layered-5-2.in,Scaling,9727,9980,26,0
layered-5-2.in,Dinic,9727,9980,26,0
layered-5-2.in,Dinic-Scaling,9727,9980,26,2
layered-5-2.in,ISAP,9727,9980,26,175
layered-5-2.in,MPM,9727,9980,26,212
layered-5-2.in,Push-Relabel,9727,9980,26,3647
layered-5-2.in,Push-Relabel-Highest,9727,9980,TLE,TLE
layered-5-2.in,Push-Relabel-Gap,9727,9980,TLE,TLE
layered-5-2.in,Push-Relabel-HG,9727,9980,26,6
layered-5-2.in,HLPP,9727,9980,26,7
layered-5-3.in,Edmonds-Karp,9727,9980,25,0
layered-5-3.in,Scaling,9727,9980,25,0
layered-5-3.in,Dinic,9727,9980,25,0
layered-5-3.in,Dinic-Scaling,9727,9980,25,2
layered-5-3.in,ISAP,9727,9980,25,0
layered-5-3.in,MPM,9727,9980,25,109
layered-5-3.in,Push-Relabel,9727,9980,25,3400
layered-5-3.in,Push-Relabel-Highest,9727,9980,TLE,TLE
layered-5-3.in,Push-Relabel-Gap,9727,9980,TLE,TLE
layered-5-3.in,Push-Relabel-HG,9727,9980,25,9
layered-5-3.in,HLPP,9727,9980,25,0
layered-5-4.in,Edmonds-Karp,9727,9980,25,0
layered-5-4.in,Scaling,9727,9980,25,0
layered-5-4.in,Dinic,9727,9980,25,0
layered-5-4.in,Dinic-Scaling,9727,9980,25,2
layered-5-4.in,ISAP,9727,9980,25,222
layered-5-4.in,MPM,9727,9980,25,100
layered-5-4.in,Push-Relabel,9727,9980,25,3403
layered-5-4.in,Push-Relabel-Highest,9727,9980,TLE,TLE
layered-5-4.in,Push-Relabel-Gap,9727,9980,TLE,TLE
layered-5-4.in,Push-Relabel-HG,9727,9980,25,10
layered-5-4.in,HLPP,9727,9980,25,4
loj101-0.in,Edmonds-Karp,52,275,729,0
loj101-0.in,Scaling,52,275,729,0
loj101-0.in,Dinic,52,275,729,0
loj101-0.in,Dinic-Scaling,52,275,729,0
loj101-0.in,ISAP,52,275,729,0
loj101-0.in,MPM,52,275,729,0
loj101-0.in,Push-Relabel,52,275,729,0
loj101-0.in,Push-Relabel-Highest,52,275,729,0
loj101-0.in,Push-Relabel-Gap,52,275,729,0
loj101-0.in,Push-Relabel-HG,52,275,729,0
loj101-0.in,HLPP,52,275,729,0
loj101-1.in,Edmonds-Karp,67,4489,1025243,0
loj101-1.in,Scaling,67,4489,1025243,2
loj101-1.in,Dinic,67,4489,1025243,0
loj101-1.in,Dinic-Scaling,67,4489,1025243,0
loj101-1.in,ISAP,67,4489,1025243,0
loj101-1.in,MPM,67,4489,1025243,0
loj101-1.in,Push-Relabel,67,4489,1025243,2
loj101-1.in,Push-Relabel-Highest,67,4489,1025243,2
loj101-1.in,Push-Relabel-Gap,67,4489,1025243,2
loj101-1.in,Push-Relabel-HG,67,4489,1025243,0
loj101-1.in,HLPP,67,4489,1025243,0
loj101-2.in,Edmonds-Karp,100,1029,4693,10
loj101-2.in,Scaling,100,1029,4693,1
loj101-2.in,Dinic,100,1029,4693,0
loj101-2.in,Dinic-Scaling,100,1029,4693,0
loj101-2.in,ISAP,100,1029,4693,4
loj101-2.in,MPM,100,1029,4693,1
loj101-2.in,Push-Relabel,100,1029,4693,1
loj101-2.in,Push-Relabel-Highest,100,1029,4693,0
loj101-2.in,Push-Relabel-Gap,100,1029,4693,1
loj101-2.in,Push-Relabel-HG,100,1029,4693,0
loj101-2.in,HLPP,100,1029,4693,0
loj101-3.in,Edmonds-Karp,100,500,4259958644,0
loj101-3.in,Scaling,100,500,4259958644,0
loj101-3.in,Dinic,100,500,4259958644,0
loj101-3.in,Dinic-Scaling,100,500,4259958644,0
loj101-3.in,ISAP,100,500,4259958644,0
loj101-3.in,MPM,100,500,4259958644,0
loj101-3.in,Push-Relabel,100,500,4259958644,0
loj101-3.in,Push-Relabel-Highest,100,500,4259958644,0
loj101-3.in,Push-Relabel-Gap,100,500,4259958644,0
loj101-3.in,Push-Relabel-HG,100,500,4259958644,0
loj101-3.in,HLPP,100,500,4259958644,0
loj101-4.in,Edmonds-Karp,100,1500,17139501202,0
loj101-4.in,Scaling,100,1500,17139501202,0
loj101-4.in,Dinic,100,1500,17139501202,0
loj101-4.in,Dinic-Scaling,100,1500,17139501202,0
loj101-4.in,ISAP,100,1500,17139501202,0
loj101-4.in,MPM,100,1500,17139501202,0
loj101-4.in,Push-Relabel,100,1500,17139501202,1
loj101-4.in,Push-Relabel-Highest,100,1500,17139501202,2
loj101-4.in,Push-Relabel-Gap,100,1500,17139501202,1
loj101-4.in,Push-Relabel-HG,100,1500,17139501202,0
loj101-4.in,HLPP,100,1500,17139501202,0
loj101-5.in,Edmonds-Karp,100,5000,37381805875,0
loj101-5.in,Scaling,100,5000,37381805875,4
loj101-5.in,Dinic,100,5000,37381805875,0
loj101-5.in,Dinic-Scaling,100,5000,37381805875,0
loj101-5.in,ISAP,100,5000,37381805875,0
loj101-5.in,MPM,100,5000,37381805875,0
loj101-5.in,Push-Relabel,100,5000,37381805875,5
loj101-5.in,Push-Relabel-Highest,100,5000,37381805875,4
loj101-5.in,Push-Relabel-Gap,100,5000,37381805875,5
loj101-5.in,Push-Relabel-HG,100,5000,37381805875,0
loj101-5.in,HLPP,100,5000,37381805875,0
loj101-6.in,Edmonds-Karp,100,5000,2193636882,43
loj101-6.in,Scaling,100,5000,2193636882,5
loj101-6.in,Dinic,100,5000,2193636882,3
loj101-6.in,Dinic-Scaling,100,5000,2193636882,3
loj101-6.in,ISAP,100,5000,2193636882,7
loj101-6.in,MPM,100,5000,2193636882,9
loj101-6.in,Push-Relabel,100,5000,2193636882,4
loj101-6.in,Push-Relabel-Highest,100,5000,2193636882,4
